iter	Logloss
142	0.1518430057
143	0.1516599519
144	0.1515860696
145	0.151482178
146	0.1513585167
147	0.1512088138
148	0.1510845041
149	0.1509317452
150	0.1508734953
151	0.1508231689
152	0.150716333
153	0.1506256924
154	0.1505523693
155	0.150489934
156	0.1503982835
157	0.15023941
158	0.1502324808
159	0.1501148318
160	0.1500780172
161	0.1500411243
162	0.1500113217
163	0.1499038104
164	0.1498288018
165	0.1496747997
166	0.1496392535
167	0.1495312104
168	0.1494139841
169	0.1493684418
170	0.1493093395
171	0.149250345
172	0.1491772883
173	0.1491203206
174	0.149052476
175	0.1490146196
176	0.1489659928
177	0.1488960516
178	0.14882378
179	0.1487841169
180	0.1487021565
181	0.1486041591
182	0.1485138653
183	0.1484543762
184	0.1483891584
185	0.1481783842
186	0.1481076339
187	0.1480587095
188	0.1480281708
189	0.1479275622
190	0.1478166211
191	0.1478000834
192	0.1476972236
193	0.1476553685
194	0.1476005587
195	0.1475620899
196	0.1475190483
197	0.147489269
198	0.147420433
199	0.1473925721
200	0.1473374684
201	0.1472692786
202	0.1472279275
203	0.1471546488
204	0.1470429577
205	0.1470125333
206	0.1469251725
207	0.1468897641
208	0.146839932
209	0.1467784783
210	0.1467468185
211	0.1466683519
212	0.1466212968
213	0.1465528788
214	0.1464852991
215	0.1464296128
216	0.1463438468
217	0.1463059766
218	0.146291426
219	0.1462484978
220	0.146218253
221	0.1461870762
222	0.1461132759
223	0.1460898657
224	0.1460790438
225	0.1460466453
226	0.1459743143
227	0.1459354777
228	0.1459186136
229	0.1458540563
230	0.1458368682
231	0.1458041709
232	0.1457488754
233	0.1456472054
234	0.1456064344
235	0.1455755402
236	0.1455386966
237	0.1455093771
238	0.1454618546
239	0.1454525111
240	0.1454117267
241	0.1453806013
242	0.1453293345
243	0.1452754949
244	0.1452383744
245	0.145173457
246	0.1451516909
247	0.1451259427
248	0.1450611987
249	0.1450229628
250	0.1450009915
251	0.1449138814
252	0.1449012728
253	0.1448775061
254	0.1448348961
255	0.1446994177
256	0.1446771835
257	0.144647386
258	0.1446051005
259	0.1445189357
260	0.1444495754
261	0.1444272528
262	0.1443757591
263	0.1443468123
264	0.1443083161
265	0.1441967486
266	0.1441556809
267	0.1440739206
268	0.1440330339
269	0.1440119551
270	0.1439883533
271	0.1439583663
272	0.1439050489
273	0.143841865
274	0.1437968837
275	0.1437912521
276	0.1437502246
277	0.1437062795
278	0.1436560024
279	0.1436480181
280	0.1436039107
281	0.1435586095
282	0.1434603587
283	0.1433359543
284	0.14330631
285	0.1432837784
286	0.1432502554
287	0.1431948131
288	0.1431509147
289	0.1431223557
290	0.1430873149
291	0.1430650527
292	0.1430426519
293	0.1429273376
294	0.1428375772
295	0.1428007165
296	0.1427019188
297	0.1426514635
298	0.1425690515
299	0.142512758
300	0.1424067604
301	0.1423904763
302	0.1423710609
303	0.1422813337
304	0.1422788744
305	0.1422746746
306	0.1421772726
307	0.1420618375
308	0.142006311
309	0.1419908715
310	0.1419487469
311	0.1418930656
312	0.1418210041
313	0.1417920667
314	0.1416865785
315	0.1416074511
316	0.1414996137
317	0.1414685672
318	0.1413624711
319	0.1413036361
320	0.141217556
321	0.1411284477
322	0.1411085016
323	0.1410772205
324	0.1410028791
325	0.140948791
326	0.1408858928
327	0.140812008
328	0.1407301489
329	0.1406838998
330	0.1406095111
331	0.140561662
332	0.1404888753
333	0.1404204349
334	0.1403745812
335	0.1403195728
336	0.1402374764
337	0.1402076235
338	0.1401566131
339	0.1401153055
340	0.1400825808
341	0.1399690851
342	0.1399268509
343	0.1398789583
344	0.1398451128
345	0.1397953638
346	0.1396775892
347	0.1396697751
348	0.1395873355
349	0.1395475115
350	0.1395148532
351	0.1394689176
352	0.1394602324
353	0.1393937094
354	0.139319501
355	0.139241162
356	0.1391418456
357	0.1390681396
358	0.1390474347
359	0.1389636269
360	0.1389003485
361	0.1388299136
362	0.1388247614
363	0.1387441027
364	0.1386332522
365	0.1386137825
366	0.1385142405
367	0.1384384331
368	0.1384123407
369	0.1383585132
370	0.1383364405
371	0.1382516584
372	0.1381854311
373	0.1381826462
374	0.1381655147
375	0.1380905953
376	0.1380816916
377	0.138051374
378	0.1379626371
379	0.137879708
380	0.1378612658
381	0.1378293497
382	0.1377687336
383	0.1376986647
384	0.1376291804
385	0.1375517477
386	0.1375303592
387	0.1375168892
388	0.1374961101
389	0.1374450108
390	0.1373671948
391	0.1373360272
392	0.1373100229
393	0.1372717483
394	0.1372172278
395	0.1372102568
396	0.1371393117
397	0.1371262891
398	0.1370888634
399	0.1370574619
400	0.1370188012
401	0.1370046779
402	0.1369908841
403	0.1369860072
404	0.1369702597
405	0.1369227734
406	0.1368992438
407	0.1368371664
408	0.1367288844
409	0.1366691057
410	0.136604904
411	0.136574854
412	0.136558883
413	0.1365570625
414	0.136533919
415	0.1364748301
416	0.1364437032
417	0.1363557455
418	0.1362967987
419	0.1362733249
420	0.1362540494
421	0.1362505264
422	0.1362030131
423	0.1361859678
424	0.1361388865
425	0.1361133086
426	0.136112708
427	0.1360734132
428	0.1360505693
429	0.1360228598
430	0.1359833758
431	0.1359112419
432	0.1358812775
433	0.1358594318
434	0.1358082878
435	0.1357244648
436	0.1357113587
437	0.1356818746
438	0.1356354812
439	0.1355992076
440	0.1355524096
441	0.1355339492
442	0.1355054268
443	0.1354893548
444	0.1354717503
445	0.1353791614
446	0.1353165595
447	0.1353151501
448	0.1352779753
449	0.1352402482
450	0.1352172193
451	0.135183525
452	0.1351822099
453	0.1351796435
454	0.1351558755
455	0.1351467109
456	0.1351162657
457	0.1350401393
458	0.1350329969
459	0.1349974573
460	0.1349649162
461	0.1349205157
462	0.1348628723
463	0.1348343793
464	0.134746077
465	0.1346941368
466	0.1346310221
467	0.1345637846
468	0.1345494669
469	0.1345355935
470	0.1344903198
471	0.1344673035
472	0.1344579934
473	0.134408507
474	0.1343739295
475	0.1343226227
476	0.1342991996
477	0.1342726224
478	0.1342439845
479	0.1342206341
480	0.1341848897
481	0.1340950881
482	0.1340776253
483	0.1340517391
484	0.1340430698
485	0.1340198083
486	0.1339728509
487	0.1339585693
488	0.1339559179
489	0.1339361144
490	0.133904418
491	0.1338858467
492	0.1338806982
493	0.1338517786
494	0.1338143265
495	0.1338127261
496	0.1337785847
497	0.133720369
498	0.1336822732
499	0.1336652366
500	0.1336556127
501	0.133637151
502	0.1336027915
503	0.133574584
504	0.1335484146
505	0.1335037711
506	0.1334766399
507	0.1334525299
508	0.1334390988
509	0.1333850624
510	0.1333743835
511	0.1333333878
512	0.13328164
513	0.1332713464
514	0.1332056901
515	0.1331888363
516	0.1331791596
517	0.1331556205
518	0.1331304537
519	0.1330888392
520	0.1330631033
521	0.1330499467
522	0.1330107451
523	0.1329668142
524	0.1329569984
525	0.1329385995
526	0.1329333208
527	0.1329095077
528	0.1329043832
529	0.1328723772
530	0.1328515108
531	0.1328304229
532	0.1328190403
533	0.1328103755
534	0.1328038083
535	0.1327312623
536	0.1327195703
537	0.1326959627
538	0.1326184187
539	0.1325733714
540	0.1325564272
541	0.1325387501
542	0.1325159236
543	0.1325022655
544	0.1324795636
545	0.1324640481
546	0.1324138584
547	0.1323757779
548	0.1323284013
549	0.1323147216
550	0.1323106842
551	0.1322785045
552	0.1321991509
553	0.1321872695
554	0.132143078
555	0.1320386681
556	0.1320293392
557	0.1320193482
558	0.1319903909
559	0.1319891532
560	0.131985422
561	0.1319647606
562	0.1319616588
563	0.1319436132
564	0.1319301426
565	0.1319154787
566	0.1318822972
567	0.1318170079
568	0.1318009111
569	0.1317860334
570	0.1317765134
571	0.1316985787
572	0.1316871113
573	0.1316686435
574	0.1316499346
575	0.1316471277
576	0.1316439796
577	0.1316262712
578	0.1316193391
579	0.1315060261
580	0.1314816363
581	0.1314072085
582	0.1314019912
583	0.1313478895
584	0.1313440474
585	0.1313027502
586	0.1312753793
587	0.131260872
588	0.1312191439
589	0.1312188474
590	0.1311909946
591	0.1311434248
592	0.1311283349
593	0.1311168766
594	0.1311120702
595	0.1310763656
596	0.131039225
597	0.1310189076
598	0.1310016966
599	0.1309916508
600	0.1309723387
601	0.1309628268
602	0.1309567196
603	0.1309509938
604	0.1309154248
605	0.1309065974
606	0.1308831816
607	0.1308312344
608	0.1308236624
609	0.1307744268
610	0.1307245536
611	0.1307015046
612	0.1306378173
613	0.1305873733
614	0.1304859173
615	0.1304775201
616	0.130421408
617	0.1303945379
618	0.1303681137
619	0.1303259311
620	0.130303101
621	0.1302901366
622	0.1302577015
623	0.130228306
624	0.1301706681
625	0.1301460245
626	0.1301414328
627	0.1301095081
628	0.1300869988
629	0.13006287
630	0.130042457
631	0.1300288385
632	0.1300215997
633	0.1299980747
634	0.1299756793
635	0.1299681353
636	0.1299143829
637	0.1299075007
638	0.1298949887
639	0.1298880834
640	0.1298841291
641	0.1298540524
642	0.1298252001
643	0.1297978735
644	0.1297542595
645	0.1297480161
646	0.1297042597
647	0.1296460613
648	0.129634587
649	0.1296300517
650	0.1296032112
651	0.129541806
652	0.1295283454
653	0.1295151163
654	0.1295137722
655	0.1295045746
656	0.1294858019
657	0.1294428225
658	0.1294066611
659	0.129397601
660	0.129383622
661	0.1293719454
662	0.1293700336
663	0.1293604696
664	0.1292958653
665	0.1292387847
666	0.1292201088
667	0.1291465783
668	0.1291185639
669	0.1291033469
670	0.1290806475
671	0.129063175
672	0.1290447721
673	0.1290361276
674	0.1290337353
675	0.1290198311
676	0.1290153757
677	0.1290139451
678	0.1290077254
679	0.1289990622
680	0.1289959808
681	0.1289903752
682	0.1289643057
683	0.1289269122
684	0.1289107053
685	0.1288752945
686	0.1288296694
687	0.1288175719
688	0.1288079853
689	0.1288049687
690	0.1287924452
691	0.1287809837
692	0.1287319116
693	0.128723482
694	0.1287187408
695	0.1287055961
696	0.1287028866
697	0.1286638573
698	0.1286599097
699	0.1286574622
700	0.1286468576
701	0.1286339954
702	0.1286219244
703	0.1286217166
704	0.1285981583
705	0.1285768204
706	0.1285556874
707	0.1285454248
708	0.128525553
709	0.1285090696
710	0.1285017291
711	0.1284827003
712	0.1284726872
713	0.1284407537
714	0.1284393771
715	0.1284179745
716	0.1283752166
717	0.128364291
718	0.1283611717
719	0.1283406375
720	0.1283299108
721	0.1283065451
722	0.1282822815
723	0.1282212804
724	0.1281964217
725	0.128177627
726	0.128162785
727	0.1281607914
728	0.1281557184
729	0.1281498271
730	0.1281403184
731	0.1281083879
732	0.1280862601
733	0.1280776106
734	0.128024458
735	0.1279901211
736	0.1279541729
737	0.1279445208
738	0.1279140971
739	0.1278512879
740	0.1278412957
741	0.127830972
742	0.1278195812
743	0.127802696
744	0.1277891112
745	0.1277778443
746	0.1277762378
747	0.1277706996
748	0.1277702255
749	0.1277611497
750	0.12774264
751	0.1277062158
752	0.1276920397
753	0.1276859971
754	0.1276822495
755	0.1276809787
756	0.127669704
757	0.127666186
758	0.1276359565
759	0.1276339367
760	0.1276332713
761	0.1276300885
762	0.1276248617
763	0.1275980124
764	0.1275945364
765	0.1275898766
766	0.127584217
767	0.1275535798
768	0.1275493988
769	0.1275453431
770	0.1275234593
771	0.1274842777
772	0.1274788582
773	0.1274737807
774	0.1274632656
775	0.1274372474
776	0.1274083574
777	0.1274070396
778	0.1273855957
779	0.1273517975
780	0.1273500778
781	0.1273485242
782	0.127347344
783	0.1273456634
784	0.1273375253
785	0.1273238191
786	0.1273110518
787	0.1273045058
788	0.1273023483
789	0.1272883645
790	0.1272845379
791	0.1272767124
792	0.1272384708
793	0.1272303654
794	0.1271825254
795	0.1271823078
796	0.1271600194
797	0.1271584713
798	0.1271341108
799	0.1271171836
800	0.1271043616
801	0.1270935986
802	0.1270664053
803	0.1270623716
804	0.1270388463
805	0.1270377305
806	0.1270329764
807	0.1270223033
808	0.1270085505
809	0.1269837304
810	0.1269382486
811	0.1269004221
812	0.1268584887
813	0.1268179142
814	0.1268095199
815	0.1268003748
816	0.1267505229
817	0.1267462705
818	0.1267031233
819	0.1266875491
820	0.1266845647
821	0.126629203
822	0.1265997614
823	0.1265821544
824	0.1265718778
825	0.1265537032
826	0.1265453814
827	0.1265214012
828	0.1265188377
829	0.1265180201
830	0.1265171576
831	0.1264805646
832	0.1264766172
833	0.126468576
834	0.1264597181
835	0.1264562752
836	0.1264548375
837	0.1263717473
838	0.1263434998
839	0.126323566
840	0.1263128573
841	0.1263089214
842	0.1262983909
843	0.1262900752
844	0.1262825931
845	0.1261883774
846	0.1261687435
847	0.1261510232
848	0.126139822
849	0.1261386487
850	0.1261149685
851	0.1260817855
852	0.1260804488
853	0.126067353
854	0.1260479268
855	0.1260088504
856	0.1259454092
857	0.1259452871
858	0.1259105049
859	0.1259023923
860	0.125902241
861	0.1258986565
862	0.1258531649
863	0.1258438772
864	0.1258386699
865	0.1257413613
866	0.125706816
867	0.1256777751
868	0.1256240324
869	0.1256117374
870	0.1256048913
871	0.1255980584
872	0.1255903649
873	0.1255292327
874	0.1255245844
875	0.1254717131
876	0.1254697967
877	0.1254666596
878	0.1254035043
879	0.1253745456
880	0.1253651833
881	0.1253108767
882	0.1253101141
883	0.1252784116
884	0.1252774684
885	0.1252646241
886	0.125217998
887	0.1252033978
888	0.1251982049
889	0.1251731945
890	0.1251518163
891	0.1251480292
892	0.1251434716
893	0.1251322728
894	0.125124994
895	0.1251103565
896	0.125105352
897	0.1250976885
898	0.125006756
899	0.1249928416
900	0.1249410551
901	0.1248870616
902	0.1248823436
903	0.1248422188
904	0.1247746943
905	0.1247542953
906	0.1247523854
907	0.1247507236
908	0.1247429536
909	0.1247403545
910	0.1247143209
911	0.1246878359
912	0.1246765466
913	0.1246749341
914	0.124651354
915	0.1246485936
916	0.1246390606
917	0.124618291
918	0.1245528418
919	0.1245378774
920	0.1245364959
921	0.1245332444
922	0.1245315022
923	0.1245101004
924	0.1245073686
925	0.1245005064
926	0.124499348
927	0.1244908774
928	0.1244836049
929	0.1244536737
930	0.1244343117
931	0.1243990906
932	0.1243820038
933	0.1243782971
934	0.1243582269
935	0.1243516813
936	0.1243350189
937	0.1243238711
938	0.1243166702
939	0.1242278844
940	0.1241772545
941	0.1241763803
942	0.1241142818
943	0.1241020779
944	0.1240997748
945	0.1240770504
946	0.1240661279
947	0.124064218
948	0.1240317194
949	0.1240002552
950	0.1239719266
951	0.1239689283
952	0.1239667167
953	0.1239595344
954	0.1239411841
955	0.1239351823
956	0.1239343836
957	0.1239301626
958	0.1238789895
959	0.1238764471
960	0.1238605737
961	0.1238276427
962	0.1238207938
963	0.1238148422
964	0.1237902495
965	0.1237896268
966	0.1237416185
967	0.1237394344
968	0.1237364461
969	0.1237331778
970	0.1236920311
971	0.1236761822
972	0.123674614
973	0.1236674482
974	0.1236622963
975	0.1236582714
976	0.1236313404
977	0.1236093495
978	0.1236009983
979	0.1235924289
980	0.1235756456
981	0.1235725312
982	0.1235436107
983	0.1235217042
984	0.123519094
985	0.1235074717
986	0.1234984172
987	0.1234892877
988	0.1234869155
989	0.1234661157
990	0.1234607731
991	0.1234488323
992	0.1234459234
993	0.123431238
994	0.123400791
995	0.123353229
996	0.1233470703
997	0.1233465544
998	0.1233299525
999	0.1233289051
